navigation_id,user_id,navigation_session,category_name,position,order_id,typeOfStudy,date_added
1045,108,ad2d4b16-8d9f-4e20-a16c-00bd6a794ba1,Technology,3,1,NULL,"2014-09-13 05:33:19"
1046,108,ad2d4b16-8d9f-4e20-a16c-00bd6a794ba1,Technology,2,1,NULL,"2014-09-13 05:33:32"
1047,5,4e99341e-8e2f-4c04-b4e9-a59e75b14b95,Business,9,1,NULL,"2014-09-13 07:18:33"
1048,6,b69c71cb-1bbd-4b61-a0d6-5d8914e7c642,"Top Stories",3,1,NULL,"2014-09-13 07:50:34"
1049,6,b69c71cb-1bbd-4b61-a0d6-5d8914e7c642,"Top Stories",8,1,NULL,"2014-09-13 07:51:34"
1050,6,b69c71cb-1bbd-4b61-a0d6-5d8914e7c642,Business,2,1,NULL,"2014-09-13 07:52:04"
1051,6,b69c71cb-1bbd-4b61-a0d6-5d8914e7c642,Business,3,1,NULL,"2014-09-13 07:52:18"
1052,6,b69c71cb-1bbd-4b61-a0d6-5d8914e7c642,Business,6,1,NULL,"2014-09-13 07:52:47"
1053,28,12ad99fb-1575-47a9-8575-a6d9fe0fc295,UK,1,1,NULL,"2014-09-13 08:04:01"
1054,28,e8932127-8b1f-48d2-8acf-62cb6585ed2c,UK,1,1,NULL,"2014-09-13 08:08:56"
1055,43,7cb34602-8fb8-481b-a67d-c7bf167a136a,Sports,3,1,NULL,"2014-09-13 08:26:18"
1056,43,7cb34602-8fb8-481b-a67d-c7bf167a136a,Sports,9,1,NULL,"2014-09-13 08:27:56"
1057,43,7cb34602-8fb8-481b-a67d-c7bf167a136a,"Science & Environment",3,1,NULL,"2014-09-13 08:29:08"
1058,43,7cb34602-8fb8-481b-a67d-c7bf167a136a,"Science & Environment",5,1,NULL,"2014-09-13 08:30:23"
1059,43,7cb34602-8fb8-481b-a67d-c7bf167a136a,"Science & Environment",7,1,NULL,"2014-09-13 08:31:44"
1060,9,2105a032-d392-42a4-8434-a722340b24b2,Sports,3,1,NULL,"2014-09-13 10:00:39"
1061,9,2105a032-d392-42a4-8434-a722340b24b2,Politics,2,1,NULL,"2014-09-13 10:02:19"
1062,109,c38b4ee9-7578-4431-b3a5-e409b9551a94,"Education & Family",2,1,NULL,"2014-09-13 10:15:06"
1063,109,c38b4ee9-7578-4431-b3a5-e409b9551a94,"Education & Family",1,1,NULL,"2014-09-13 10:16:37"
1064,40,80919092-88a8-4218-81ed-d46bec964578,"Science & Environment",1,1,NULL,"2014-09-13 11:09:02"
1065,40,e507769f-c878-4088-860b-d204561decbb,UK,1,1,NULL,"2014-09-13 11:09:27"
1066,40,9eafd67e-afce-47d9-951c-4a3fbd6eb2d4,Health,3,1,NULL,"2014-09-13 11:12:47"
1067,8,dcd00d6e-87f2-4bd9-baa2-1cfdaa6f013b,UK,1,1,NULL,"2014-09-13 11:27:13"
1068,8,dcd00d6e-87f2-4bd9-baa2-1cfdaa6f013b,Technology,1,1,NULL,"2014-09-13 11:28:25"
1069,8,dcd00d6e-87f2-4bd9-baa2-1cfdaa6f013b,Technology,3,1,NULL,"2014-09-13 11:29:56"
1070,8,739d13d1-41db-4709-85a9-3376ff1de3f3,"Top Stories",5,1,NULL,"2014-09-13 11:34:47"
1071,8,739d13d1-41db-4709-85a9-3376ff1de3f3,UK,4,1,NULL,"2014-09-13 11:36:20"
1072,8,5df64592-54e9-46a5-bdf7-0444a7d0d1d2,"Top Stories",2,1,NULL,"2014-09-13 11:39:34"
1073,108,95ae4030-47ff-436d-868e-8d01c25dd61a,World,1,1,NULL,"2014-09-13 13:10:26"
1074,41,8db9d7f4-100c-4630-b006-df575808158a,World,1,1,NULL,"2014-09-13 14:21:51"
1075,41,8db9d7f4-100c-4630-b006-df575808158a,UK,6,1,NULL,"2014-09-13 14:24:10"
1076,41,8db9d7f4-100c-4630-b006-df575808158a,Business,2,1,NULL,"2014-09-13 14:26:12"
1077,41,8db9d7f4-100c-4630-b006-df575808158a,Health,3,1,NULL,"2014-09-13 14:27:55"
1078,36,e4b17f0d-b84e-4940-83e4-5f8ff003c2dd,"Science & Environment",4,1,NULL,"2014-09-13 14:49:39"
1079,36,e4b17f0d-b84e-4940-83e4-5f8ff003c2dd,Technology,7,1,NULL,"2014-09-13 14:55:49"
1080,110,b0b6d896-9833-4b9c-81c5-89b58fbc69c2,Technology,5,1,NULL,"2014-09-13 15:32:02"
1081,110,b0b6d896-9833-4b9c-81c5-89b58fbc69c2,Technology,2,1,NULL,"2014-09-13 15:33:10"
1082,110,b0b6d896-9833-4b9c-81c5-89b58fbc69c2,Technology,3,1,NULL,"2014-09-13 15:33:24"
1083,110,b0b6d896-9833-4b9c-81c5-89b58fbc69c2,Technology,7,1,NULL,"2014-09-13 15:34:03"
1084,110,b0b6d896-9833-4b9c-81c5-89b58fbc69c2,Technology,8,1,NULL,"2014-09-13 15:35:10"
1085,3,691499d4-93c5-4ba2-81ae-734a4993dca8,Technology,4,1,NULL,"2014-09-13 17:07:30"
1086,5,2061f2b1-ee75-42d2-b536-ec6aa61c514f,Business,3,1,NULL,"2014-09-13 21:07:54"
1087,5,1ca4e9a0-d151-427a-b5e3-92ecfeca784c,"Education & Family",3,1,NULL,"2014-09-13 21:13:10"
1088,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,World,1,1,NULL,"2014-09-14 05:25:35"
1089,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,World,3,1,NULL,"2014-09-14 05:27:14"
1090,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,World,4,1,NULL,"2014-09-14 05:27:37"
1091,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,World,5,1,NULL,"2014-09-14 05:28:20"
1092,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,World,7,1,NULL,"2014-09-14 05:29:44"
1093,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,World,9,1,NULL,"2014-09-14 05:30:09"
1094,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,UK,5,1,NULL,"2014-09-14 05:31:05"
1095,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,UK,6,1,NULL,"2014-09-14 05:31:41"
1096,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,Politics,4,1,NULL,"2014-09-14 05:32:51"
1097,108,c1d399e9-0af9-475c-b0d4-b82c84a96c2e,"Science & Environment",1,1,NULL,"2014-09-14 05:33:43"
1098,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,"Top Stories",2,1,NULL,"2014-09-14 06:13:30"
1099,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,"Top Stories",5,1,NULL,"2014-09-14 06:14:49"
1100,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,Technology,1,1,NULL,"2014-09-14 06:16:32"
1101,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,World,4,1,NULL,"2014-09-14 06:17:41"
1102,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,World,4,1,NULL,"2014-09-14 06:17:50"
1103,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,World,3,1,NULL,"2014-09-14 06:18:04"
1104,6,23de3c23-61b9-4527-a2e7-9ab2a13ff6a4,World,4,1,NULL,"2014-09-14 06:18:32"
1105,43,4eb842a4-bb9e-4cf5-8203-d740a274f3c3,Sports,8,1,NULL,"2014-09-14 06:55:42"
1106,43,4eb842a4-bb9e-4cf5-8203-d740a274f3c3,"Top Stories",3,1,NULL,"2014-09-14 06:57:25"
1107,28,744cf53b-7a2d-4b58-94aa-b18605bed4f1,"Top Stories",7,1,NULL,"2014-09-14 07:48:14"
1108,105,3cc7cd3d-d68a-4feb-8ace-ef1104330155,"Top Stories",1,1,NULL,"2014-09-14 10:35:20"
1109,105,5c217ca8-e788-4d9d-bf59-b19c701fecdd,"Top Stories",2,1,NULL,"2014-09-14 10:35:57"
1110,105,5772a343-4fcd-4026-8de0-b7c43c0aeb16,"Top Stories",2,1,NULL,"2014-09-14 10:36:26"
1111,8,6d11bd5b-8d09-4ba4-8227-f985d306db02,"Top Stories",9,1,NULL,"2014-09-14 11:03:22"
1112,8,6d11bd5b-8d09-4ba4-8227-f985d306db02,World,1,1,NULL,"2014-09-14 11:03:44"
1113,8,6d11bd5b-8d09-4ba4-8227-f985d306db02,World,2,1,NULL,"2014-09-14 11:04:45"
1114,8,6d11bd5b-8d09-4ba4-8227-f985d306db02,UK,1,1,NULL,"2014-09-14 11:06:31"
1115,41,11a31ac4-f14e-4d65-a5e4-8bae66d1c6d6,"Top Stories",4,1,NULL,"2014-09-14 14:24:50"
1116,41,11a31ac4-f14e-4d65-a5e4-8bae66d1c6d6,UK,4,1,NULL,"2014-09-14 14:26:31"
1117,41,11a31ac4-f14e-4d65-a5e4-8bae66d1c6d6,UK,7,1,NULL,"2014-09-14 14:27:17"
1118,41,11a31ac4-f14e-4d65-a5e4-8bae66d1c6d6,UK,9,1,NULL,"2014-09-14 14:27:47"
1119,41,11a31ac4-f14e-4d65-a5e4-8bae66d1c6d6,Business,6,1,NULL,"2014-09-14 14:28:22"
1120,40,9883b796-999a-489e-95bc-81ba099a8bb2,World,5,1,NULL,"2014-09-14 16:05:37"
1121,3,c0b91e00-f887-4d3f-8c28-29213b748f3d,"Science & Environment",2,1,NULL,"2014-09-14 19:30:43"
1122,108,524576d2-96c2-4776-b9c1-9d237a831864,"Top Stories",3,1,NULL,"2014-09-14 19:34:04"
1123,108,524576d2-96c2-4776-b9c1-9d237a831864,"Top Stories",2,1,NULL,"2014-09-14 19:35:25"
1124,108,524576d2-96c2-4776-b9c1-9d237a831864,World,2,1,NULL,"2014-09-14 19:35:55"
1125,108,524576d2-96c2-4776-b9c1-9d237a831864,World,9,1,NULL,"2014-09-14 19:37:42"
1126,108,524576d2-96c2-4776-b9c1-9d237a831864,World,7,1,NULL,"2014-09-14 19:38:52"
1127,108,524576d2-96c2-4776-b9c1-9d237a831864,Business,2,1,NULL,"2014-09-14 19:38:57"
1128,108,a1f059e4-b61b-4092-8edd-5446e8ee32ba,Business,2,1,NULL,"2014-09-14 19:39:34"
1129,108,a1f059e4-b61b-4092-8edd-5446e8ee32ba,"Science & Environment",2,1,NULL,"2014-09-14 19:40:31"
1130,5,db42bc37-9440-45e2-b8fe-dae85db95adf,Business,1,1,NULL,"2014-09-14 22:05:56"
1131,5,db42bc37-9440-45e2-b8fe-dae85db95adf,Health,2,1,NULL,"2014-09-14 22:09:48"
1132,110,50efd420-782a-4bd4-a87f-3d05ec8d99da,"Top Stories",2,1,NULL,"2014-09-14 23:17:37"
1133,28,6a1fc08a-20c0-49f4-a425-707078784f80,"Top Stories",1,1,NULL,"2014-09-15 03:58:03"
1134,108,3c15b24f-3e46-403c-ad63-12611c4131d6,World,1,1,NULL,"2014-09-15 04:33:13"
1135,108,3c15b24f-3e46-403c-ad63-12611c4131d6,World,2,1,NULL,"2014-09-15 04:33:39"
1136,108,3c15b24f-3e46-403c-ad63-12611c4131d6,World,3,1,NULL,"2014-09-15 04:33:49"
1137,108,3c15b24f-3e46-403c-ad63-12611c4131d6,World,4,1,NULL,"2014-09-15 04:34:27"
1138,108,3c15b24f-3e46-403c-ad63-12611c4131d6,World,5,1,NULL,"2014-09-15 04:34:42"
1139,108,3c15b24f-3e46-403c-ad63-12611c4131d6,World,6,1,NULL,"2014-09-15 04:34:59"
1140,108,3c15b24f-3e46-403c-ad63-12611c4131d6,UK,3,1,NULL,"2014-09-15 04:36:25"
1141,108,3c15b24f-3e46-403c-ad63-12611c4131d6,UK,5,1,NULL,"2014-09-15 04:37:03"
1142,108,3c15b24f-3e46-403c-ad63-12611c4131d6,UK,6,1,NULL,"2014-09-15 04:37:31"
1143,108,3c15b24f-3e46-403c-ad63-12611c4131d6,Business,6,1,NULL,"2014-09-15 04:38:01"
1144,108,3c15b24f-3e46-403c-ad63-12611c4131d6,Business,6,1,NULL,"2014-09-15 04:38:14"
1145,108,3c15b24f-3e46-403c-ad63-12611c4131d6,"Education & Family",2,1,NULL,"2014-09-15 04:38:28"
1146,108,3c15b24f-3e46-403c-ad63-12611c4131d6,"Education & Family",1,1,NULL,"2014-09-15 04:38:30"
1147,108,3c15b24f-3e46-403c-ad63-12611c4131d6,"Science & Environment",1,1,NULL,"2014-09-15 04:39:39"
1148,6,ff49923d-4895-4f26-8608-c7c2cd1b4fda,"Top Stories",4,1,NULL,"2014-09-15 05:19:30"
1149,6,ff49923d-4895-4f26-8608-c7c2cd1b4fda,"Top Stories",9,1,NULL,"2014-09-15 05:20:37"
1150,6,ff49923d-4895-4f26-8608-c7c2cd1b4fda,Sports,1,1,NULL,"2014-09-15 05:21:54"
1151,6,ff49923d-4895-4f26-8608-c7c2cd1b4fda,Business,2,1,NULL,"2014-09-15 05:23:00"
1152,105,53245b9f-23b6-4728-af42-754f89940895,"Top Stories",1,1,NULL,"2014-09-15 06:27:15"
1153,105,53245b9f-23b6-4728-af42-754f89940895,"Top Stories",2,1,NULL,"2014-09-15 06:27:33"
1154,106,694b09f3-8335-4fc8-9051-1069e02b4d04,Business,1,1,NULL,"2014-09-15 08:11:30"
1155,4,e05df2b1-7df0-4ab9-8567-55650834488f,"Entertainment & Arts",3,1,NULL,"2014-09-15 08:19:32"
1156,4,e05df2b1-7df0-4ab9-8567-55650834488f,"Science & Environment",1,1,NULL,"2014-09-15 08:20:54"
1157,4,e05df2b1-7df0-4ab9-8567-55650834488f,Health,1,1,NULL,"2014-09-15 08:22:30"
1158,4,e05df2b1-7df0-4ab9-8567-55650834488f,Sports,5,1,NULL,"2014-09-15 08:24:45"
1159,106,64ba8bb9-8a6c-4d5f-83e1-ea52baf79453,World,2,1,NULL,"2014-09-15 08:56:08"
1160,106,64ba8bb9-8a6c-4d5f-83e1-ea52baf79453,Business,2,1,NULL,"2014-09-15 08:57:21"
1161,106,256339f1-487b-4b51-a5dc-a2b60e96f04c,Business,7,1,NULL,"2014-09-15 08:59:56"
1162,106,256339f1-487b-4b51-a5dc-a2b60e96f04c,Sports,1,1,NULL,"2014-09-15 09:02:55"
1163,8,0e0bfb6f-5623-4d45-96ba-c7542f0e7876,"Science & Environment",3,1,NULL,"2014-09-15 09:29:03"
1164,8,0e0bfb6f-5623-4d45-96ba-c7542f0e7876,Technology,1,1,NULL,"2014-09-15 09:29:59"
1165,8,0e0bfb6f-5623-4d45-96ba-c7542f0e7876,"Education & Family",3,1,NULL,"2014-09-15 09:32:49"
1166,8,0e0bfb6f-5623-4d45-96ba-c7542f0e7876,World,5,1,NULL,"2014-09-15 09:35:05"
1167,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,"Top Stories",2,1,NULL,"2014-09-15 12:29:46"
1168,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,"Science & Environment",4,1,NULL,"2014-09-15 12:30:27"
1169,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,Technology,3,1,NULL,"2014-09-15 12:31:19"
1170,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,"Entertainment & Arts",6,1,NULL,"2014-09-15 12:32:00"
1171,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,Technology,9,1,NULL,"2014-09-15 12:32:42"
1172,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,"Education & Family",2,1,NULL,"2014-09-15 12:33:24"
1173,41,f6adc64c-0bd7-4c0d-9a1e-b19a9a925d66,Health,2,1,NULL,"2014-09-15 12:34:03"
1174,105,f480b037-a69e-4ef2-9486-13a8d13864e9,"Top Stories",1,1,NULL,"2014-09-15 14:08:42"
1175,5,754c656f-c03b-4847-9711-146dde97c328,Health,1,1,NULL,"2014-09-15 20:23:56"
1176,5,754c656f-c03b-4847-9711-146dde97c328,Technology,4,1,NULL,"2014-09-15 20:27:38"
1177,5,754c656f-c03b-4847-9711-146dde97c328,Technology,3,1,NULL,"2014-09-15 20:27:40"
1178,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,World,1,1,NULL,"2014-09-15 20:29:01"
1179,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,World,2,1,NULL,"2014-09-15 20:29:41"
1180,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,World,3,1,NULL,"2014-09-15 20:30:15"
1181,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,World,4,1,NULL,"2014-09-15 20:31:33"
1182,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,World,9,1,NULL,"2014-09-15 20:32:13"
1183,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,UK,2,1,NULL,"2014-09-15 20:32:55"
1184,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,UK,3,1,NULL,"2014-09-15 20:33:52"
1185,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,UK,5,1,NULL,"2014-09-15 20:35:37"
1186,5,754c656f-c03b-4847-9711-146dde97c328,"Top Stories",5,1,NULL,"2014-09-15 20:35:56"
1187,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,Politics,3,1,NULL,"2014-09-15 20:37:23"
1188,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,Politics,2,1,NULL,"2014-09-15 20:37:30"
1189,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,Health,1,1,NULL,"2014-09-15 20:37:55"
1190,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,Technology,2,1,NULL,"2014-09-15 20:38:34"
1191,108,a00b84f1-55bb-4931-9cdf-bc5ea075ee5d,"Entertainment & Arts",4,1,NULL,"2014-09-15 20:39:46"
1192,3,54b1f133-6515-4cb6-b088-f13547930515,Health,1,1,NULL,"2014-09-15 22:36:17"
1193,3,54b1f133-6515-4cb6-b088-f13547930515,"Science & Environment",4,1,NULL,"2014-09-15 22:36:48"
1194,3,54b1f133-6515-4cb6-b088-f13547930515,Technology,4,1,NULL,"2014-09-15 22:37:17"
1195,108,db62418f-5c35-4c53-95c8-4912e3a543ed,UK,2,1,NULL,"2014-09-16 03:46:05"
1196,108,db62418f-5c35-4c53-95c8-4912e3a543ed,UK,7,1,NULL,"2014-09-16 03:47:02"
1197,28,02a949ed-8367-4cc1-8b9a-3314d9c130cc,"Top Stories",7,1,NULL,"2014-09-16 03:57:37"
1198,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,"Top Stories",1,1,NULL,"2014-09-16 05:29:45"
1199,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,"Top Stories",5,1,NULL,"2014-09-16 05:31:03"
1200,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,"Top Stories",8,1,NULL,"2014-09-16 05:31:24"
1201,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,Business,1,1,NULL,"2014-09-16 05:32:06"
1202,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,Business,5,1,NULL,"2014-09-16 05:33:37"
1203,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,Business,5,1,NULL,"2014-09-16 05:33:57"
1204,6,d09d8d08-6a37-47f8-8e1e-a602ef51a6a1,Business,6,1,NULL,"2014-09-16 05:35:16"
1205,105,bb99ac90-a006-42c4-aa9b-1032d1133f42,"Top Stories",1,1,NULL,"2014-09-16 06:26:02"
1206,4,37f70785-60ba-4c53-b242-c6bb798e9560,Technology,4,1,NULL,"2014-09-16 07:19:42"
1207,43,28d6e1bf-c65b-4c0d-bf4d-91c5f76bfb9a,Sports,5,1,NULL,"2014-09-16 07:51:39"
1208,43,28d6e1bf-c65b-4c0d-bf4d-91c5f76bfb9a,Sports,6,1,NULL,"2014-09-16 07:51:46"
1209,43,28d6e1bf-c65b-4c0d-bf4d-91c5f76bfb9a,Sports,3,1,NULL,"2014-09-16 07:51:57"
1210,108,2035c442-35ae-4d0b-a014-f3914289b8aa,World,1,1,NULL,"2014-09-16 10:47:53"
1211,108,2035c442-35ae-4d0b-a014-f3914289b8aa,"Top Stories",4,1,NULL,"2014-09-16 10:48:58"
1212,40,89e5ba87-c443-46c2-a666-0eb096d0baa5,Technology,2,1,NULL,"2014-09-16 10:58:26"
1213,40,a272d656-9419-42cc-a1a9-33b8744015f5,"Science & Environment",4,1,NULL,"2014-09-16 11:00:43"
1214,40,e9e934da-88a9-4e9e-87e2-83346c7d449a,"Science & Environment",5,1,NULL,"2014-09-16 11:01:38"
1215,105,2e0b2b1a-a898-4c88-9fb7-20b59257c958,"Top Stories",6,1,NULL,"2014-09-16 11:19:01"
1216,105,2e0b2b1a-a898-4c88-9fb7-20b59257c958,Technology,4,1,NULL,"2014-09-16 11:20:56"
1217,41,992ca8d1-3a30-41e7-9a1a-eb91458cd33b,"Top Stories",3,1,NULL,"2014-09-16 12:45:03"
1218,41,992ca8d1-3a30-41e7-9a1a-eb91458cd33b,"Top Stories",5,1,NULL,"2014-09-16 12:46:14"
1219,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:02"
1220,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:04"
1221,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:05"
1222,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:07"
1223,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:10"
1224,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:10"
1225,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:11"
1226,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:12"
1227,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:12"
1228,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:13"
1229,4,450a9d50-9de4-474f-b878-7ceb04098a36,"Science & Environment",2,1,NULL,"2014-09-16 14:57:15"
1230,4,450a9d50-9de4-474f-b878-7ceb04098a36,Technology,5,1,NULL,"2014-09-16 14:57:17"
1231,4,51801852-001a-4752-b008-015e6e2629a8,Technology,5,1,NULL,"2014-09-16 14:57:41"
1232,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,"Top Stories",3,1,NULL,"2014-09-16 15:24:33"
1233,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,"Top Stories",5,1,NULL,"2014-09-16 15:25:12"
1234,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,Business,2,1,NULL,"2014-09-16 15:26:02"
1235,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,Business,3,1,NULL,"2014-09-16 15:26:47"
1236,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,Business,4,1,NULL,"2014-09-16 15:27:04"
1237,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,Business,3,1,NULL,"2014-09-16 15:27:07"
1238,6,7a319c35-f0a4-45f3-8134-9aa18b0be9c3,Technology,3,1,NULL,"2014-09-16 15:27:40"
1239,41,e738e500-fc97-4331-b23f-fe159e970a39,"Top Stories",4,1,NULL,"2014-09-16 16:53:57"
1240,41,e738e500-fc97-4331-b23f-fe159e970a39,Politics,3,1,NULL,"2014-09-16 16:55:39"
1241,41,e738e500-fc97-4331-b23f-fe159e970a39,"Entertainment & Arts",5,1,NULL,"2014-09-16 16:57:56"
1242,29,0e17e922-2a4d-48d2-aa35-2c246ccc88e4,"Top Stories",3,1,NULL,"2014-09-16 18:32:35"
1243,29,0e17e922-2a4d-48d2-aa35-2c246ccc88e4,"Top Stories",2,1,NULL,"2014-09-16 18:34:08"
1244,29,0e17e922-2a4d-48d2-aa35-2c246ccc88e4,Technology,1,1,NULL,"2014-09-16 18:35:46"
1245,63,e8fcf510-452b-455b-9cdf-c5e28f8c9eb5,"Top Stories",5,1,NULL,"2014-09-16 22:24:33"
1246,108,21732b53-3fc5-4f05-9804-f4a26744b5ee,"Top Stories",3,1,NULL,"2014-09-16 22:30:12"
1247,108,21732b53-3fc5-4f05-9804-f4a26744b5ee,"Top Stories",7,1,NULL,"2014-09-16 22:31:42"
1248,22,74e964c8-bf8c-46de-b56d-faaa8f88947f,Sports,1,1,NULL,"2014-09-16 22:53:23"
1249,22,74e964c8-bf8c-46de-b56d-faaa8f88947f,Sports,9,1,NULL,"2014-09-16 22:54:21"
1250,9,74ce3ab0-6571-4aab-ac9d-b255914d1e82,"Top Stories",1,1,NULL,"2014-09-16 22:54:57"
1251,22,74e964c8-bf8c-46de-b56d-faaa8f88947f,"Entertainment & Arts",6,1,NULL,"2014-09-16 22:55:17"
1252,42,6d75f50b-f053-426f-b4be-3399ea025454,"Top Stories",1,1,NULL,"2014-09-16 23:14:25"
1253,42,6d75f50b-f053-426f-b4be-3399ea025454,World,1,1,NULL,"2014-09-16 23:23:17"
1254,42,6d75f50b-f053-426f-b4be-3399ea025454,World,2,1,NULL,"2014-09-16 23:27:24"
1255,42,6d75f50b-f053-426f-b4be-3399ea025454,World,3,1,NULL,"2014-09-16 23:31:35"
1256,6,2b3f639c-447f-4293-81e0-05293d3e67e4,"Top Stories",1,1,NULL,"2014-09-17 05:13:46"
1257,6,2b3f639c-447f-4293-81e0-05293d3e67e4,"Top Stories",3,1,NULL,"2014-09-17 05:14:20"
1258,6,2b3f639c-447f-4293-81e0-05293d3e67e4,Business,4,1,NULL,"2014-09-17 05:14:59"
1259,6,2b3f639c-447f-4293-81e0-05293d3e67e4,Business,1,1,NULL,"2014-09-17 05:15:26"
1260,40,f1a0649c-16a6-48e6-bdc3-c0de2dda8707,"Top Stories",2,1,NULL,"2014-09-17 07:42:54"
1261,40,9e775641-e780-4e37-a4a1-11686c91a9b9,"Science & Environment",1,1,NULL,"2014-09-17 07:45:05"
1262,4,e383374e-bc97-416f-bcf8-f3e919c3a978,Technology,9,1,NULL,"2014-09-17 08:19:46"
1263,5,e2f871b3-b18a-48ac-b117-71b36f487962,Technology,3,1,NULL,"2014-09-17 11:06:53"
1264,108,66cdbd68-c994-4d1a-aa20-c4647b004350,"Top Stories",3,1,NULL,"2014-09-17 11:45:40"
1265,108,66cdbd68-c994-4d1a-aa20-c4647b004350,UK,4,1,NULL,"2014-09-17 11:46:53"
1266,3,c4574126-ce62-4ef5-bb2a-1261f2cf8a86,Technology,1,1,NULL,"2014-09-17 13:45:58"
1267,110,3b7a7e8d-8b61-4deb-9754-a023290da3d7,Technology,3,1,NULL,"2014-09-17 15:20:24"
1268,41,7bf4b45a-9720-494f-af22-08157fe88ec9,"Top Stories",5,1,NULL,"2014-09-17 16:42:59"
1269,41,7bf4b45a-9720-494f-af22-08157fe88ec9,World,8,1,NULL,"2014-09-17 16:44:55"
1270,41,7bf4b45a-9720-494f-af22-08157fe88ec9,Business,2,1,NULL,"2014-09-17 16:47:13"
1271,41,7bf4b45a-9720-494f-af22-08157fe88ec9,"Science & Environment",3,1,NULL,"2014-09-17 16:48:47"
1272,28,182dd886-dde2-442e-90fe-14ca1bf06073,"Top Stories",4,1,NULL,"2014-09-17 18:27:13"
1273,108,a6774f1a-8a74-4289-bbe6-3fed1a471141,World,1,1,NULL,"2014-09-18 03:45:29"
1274,108,a6774f1a-8a74-4289-bbe6-3fed1a471141,World,2,1,NULL,"2014-09-18 03:46:55"
1275,108,a6774f1a-8a74-4289-bbe6-3fed1a471141,World,3,1,NULL,"2014-09-18 03:47:33"
1276,108,a6774f1a-8a74-4289-bbe6-3fed1a471141,World,4,1,NULL,"2014-09-18 03:48:09"
